organism_name,locus_tag,gene_name,product,function_description,kegg_ko_id,kegg_ko_name,tcdb_family,brite_leaf,sources,gene_category,in_brite,in_kegg,in_tcdb,in_annotation
Alteromonas macleodii HOT1A3,ACZ81_03420,,AMP-binding protein,AMP-binding enzyme C-terminal domain,K01897,"ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]",4.C.1.1,,tcdb,Lipid metabolism,False,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_03495,apaG,Co2+/Mg2+ efflux protein ApaG,protein affecting Mg2 Co2 transport,K06195,apaG; ApaG protein,,,annotation,Inorganic ion transport,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_03515,lptD,LPS assembly protein LptD,"Together with LptE, is involved in the assembly of lipopolysaccharide (LPS) at the surface of the outer membrane",K04744,"lptD, imp, ostA; LPS-assembly protein",1.B.42.1,Pores ion channels [TC:1],brite|tcdb,Cell wall and membrane,True,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_03535,dsbC,bifunctional protein-disulfide isomerase/oxidoreductase DsbC,Required for disulfide bond formation in some periplasmic proteins. Acts by transferring its disulfide bond to other proteins and is reduced in the process,K03981,dsbC; thiol:disulfide interchange protein DsbC [EC:5.3.4.1],3.A.7.11.1,,tcdb,Cell wall and membrane,False,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_03640,,hypothetical protein,)-iron permease,K07243,"FTR, FTH1, efeU; high-affinity iron transporter",2.A.108.1 ; 2.A.108.2,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_03660,,hypothetical protein,ABC-type amino acid transport signal transduction systems periplasmic component domain,,,,,annotation,Amino acid metabolism,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_03690,sspA,stringent starvation protein SspA,Glutathione S-transferase,K03599,"sspA, mglA; stringent starvation protein A",1.A.12.3.1,Pores ion channels [TC:1],brite|tcdb,Post-translational modification,True,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_03715,mgtE,magnesium transporter,Acts as a magnesium transporter,K06213,mgtE; magnesium transporter,1.A.26.1,Pores ion channels [TC:1],brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_03720,ptsO,HPr family phosphocarrier protein,"COG1925 Phosphotransferase system, HPr-related proteins",K08485 ; K11189,"ptsO, npr; phosphocarrier protein NPr ; K11189",4.A.2.1,Phosphocarrier protein HPr [TC:8.A.8],brite|tcdb,Carbohydrate metabolism,True,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_03730,ptsN,PTS IIA-like nitrogen regulatory protein PtsN,COG1762 Phosphotransferase system mannitol fructose-specific IIA domain (Ntr-type),K02806,ptsN; nitrogen PTS system EIIA component [EC:2.7.1.-],,Nitrogen regulatory II component,brite|kegg,Carbohydrate metabolism,True,True,False,False
Alteromonas macleodii HOT1A3,ACZ81_03745,lptB,LPS export ABC transporter ATP-binding protein,Part of the ABC transporter complex LptBFG involved in the translocation of lipopolysaccharide (LPS) from the inner membrane to the outer membrane. Probably responsible for energy coupling to the transport system,K06861,lptB; lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5],1.B.42.1,Lipopolysaccharide transporter ; Pores ion channels [TC:1],brite|tcdb|annotation,Unknown,True,False,True,True
Alteromonas macleodii HOT1A3,ACZ81_03750,lptA,lipopolysaccharide transport periplasmic protein LptA,"Involved in the assembly of lipopolysaccharide (LPS). Required for the translocation of LPS from the inner membrane to the outer membrane. May form a bridge between the inner membrane and the outer membrane, via interactions with LptC and LptD, thereby facilitating LPS transfer across the periplasm",K09774,lptA; lipopolysaccharide export system protein LptA,1.B.42.1,Pores ion channels [TC:1],brite|tcdb|annotation,Unknown,True,False,True,True
Alteromonas macleodii HOT1A3,ACZ81_03755,lptC,LPS export ABC transporter periplasmic protein LptC,Involved in the assembly of lipopolysaccharide (LPS). Required for the translocation of LPS from the inner membrane to the outer membrane. Facilitates the transfer of LPS from the inner membrane to the periplasmic protein LptA. Could be a docking site for LptA. ; FUNCTION: Required for the translocation of lipopolysaccharide (LPS) from the inner membrane to the outer membrane,K11719,lptC; lipopolysaccharide export system protein LptC,1.B.42.1,Pores ion channels [TC:1],brite|tcdb|annotation,Unknown,True,False,True,True
Alteromonas macleodii HOT1A3,ACZ81_03770,yrbG,calcium/sodium antiporter,COG0530 Ca2 Na antiporter,K07301,yrbG; cation:H+ antiporter,2.A.19.5,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_03775,mlaF,phospholipid ABC transporter ATP-binding protein MlaF,"ABC-type transport system involved in resistance to organic solvents, ATPase component",K02065,"mlaF, linL, mkl; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein",3.A.1.27,gamma-Hexachlorocyclohexane transporter ; Phospholipid transporter ; Mce system transporter,brite|kegg|tcdb|annotation,Secondary metabolites,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_03780,mlaE,lipid asymmetry maintenance ABC transporter permease subunit MlaE,"Part of the ABC transporter complex MlaFEDB, which is involved in a phospholipid transport pathway that maintains lipid asymmetry in the outer membrane by retrograde trafficking of phospholipids from the outer membrane to the inner membrane. Probably responsible for the translocation of the substrate across the membrane",K02066,"mlaE, linK; phospholipid/cholesterol/gamma-HCH transport system permease protein",3.A.1.27,gamma-Hexachlorocyclohexane transporter ; Phospholipid transporter ; Mce system transporter,brite|kegg|tcdb|annotation,Secondary metabolites,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_03785,mlaD,outer membrane lipid asymmetry maintenance protein MlaD,"ABC-type transport system involved in resistance to organic solvents, periplasmic component",K02067,"mlaD, linM; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein",3.A.1.27,gamma-Hexachlorocyclohexane transporter ; Phospholipid transporter ; Mce system transporter,brite|kegg|tcdb|annotation,Secondary metabolites,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_03790,ttg2D,MlaC/ttg2D family ABC transporter substrate-binding protein,"ABC-type transport system involved in resistance to organic solvents, auxiliary component",K07323,mlaC; phospholipid transport system substrate-binding protein,3.A.1.27.3,Phospholipid transporter,brite|kegg|tcdb|annotation,Secondary metabolites,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_03795,yrbB,STAS domain-containing protein,NTP binding protein (Contains STAS domain),K07122,mlaB; phospholipid transport system transporter-binding protein,3.A.1.27.3,Phospholipid transporter,brite|kegg|tcdb,Unknown,True,True,True,False
Alteromonas macleodii HOT1A3,ACZ81_03890,secD,protein translocase subunit SecD,Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA,K12257,secDF; SecD/SecF fusion protein,2.A.6.4,,tcdb|annotation,Intracellular trafficking,False,False,True,True
Alteromonas macleodii HOT1A3,ACZ81_03895,nhaP2,potassium/proton antiporter,COG3263 NhaP-type Na H and K H antiporters with a unique C-terminal domain,K11105,"cvrA, nhaP2; potassium/hydrogen antiporter",2.A.36.6,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_03900,,TonB-dependent receptor,TonB dependent receptor,,,,,annotation,Inorganic ion transport,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_03905,ywfM,DMT family transporter,EamA-like transporter family,K03298,"TC.DME; drug/metabolite transporter, DME family",2.A.7.3,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Amino acid metabolism,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_03910,,substrate-binding periplasmic protein,"Bacterial extracellular solute-binding proteins, family 3",,,,,annotation,Amino acid metabolism,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_03920,,ABC transporter substrate-binding protein,"COG0683 ABC-type branched-chain amino acid transport systems, periplasmic component",K01999,livK; branched-chain amino acid transport system substrate-binding protein,3.A.1.4,Branched-chain amino acid transporter,brite|kegg|tcdb|annotation,Amino acid metabolism,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_03990,,efflux RND transporter periplasmic adaptor subunit,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,K03585,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",2.A.6.2 ; 8.A.1.6,Accessory factors involved in transport [TC:8],brite|kegg|tcdb|annotation,Cell wall and membrane,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_03995,,efflux RND transporter permease subunit,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,K03296,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",2.A.6.2,,kegg|tcdb|annotation,Defense mechanisms,False,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_04000,nodT,TolC family protein,"RND efflux system, outer membrane lipoprotein",K18139,"oprM, emhC, ttgC, cusC, adeK, smeF, mtrE, cmeC, gesC; outer membrane protein, multidrug efflux system",The Outer Membrane Factor (OMF) Family ; 2.A.6.2,Pores ion channels [TC:1],brite|kegg|tcdb|annotation,Cell wall and membrane,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_04030,pstC,ABC transporter permease subunit,"transport system, permease component",K02037,pstC; phosphate transport system permease protein,3.A.1.7,Phosphate transporter,brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_04035,pstA,phosphate ABC transporter permease PstA,Phosphate transport system permease,K02038,pstA; phosphate transport system permease protein,3.A.1.7,Phosphate transporter,brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_04040,pstB,phosphate ABC transporter ATP-binding protein PstB,Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system,K02036,pstB; phosphate transport system ATP-binding protein [EC:7.3.2.1],3.A.1.7,Phosphate transporter,brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_04045,phoU,phosphate signaling complex protein PhoU,Plays a role in the regulation of phosphate uptake,K02039,phoU; phosphate transport system protein,,,kegg,Inorganic ion transport,False,True,False,False
Alteromonas macleodii HOT1A3,ACZ81_04050,pitA,inorganic phosphate transporter,COG0306 Phosphate sulphate permeases,K03306,"TC.PIT; inorganic phosphate transporter, PiT family",The Inorganic Phosphate Transporter (PiT) Family,,kegg|tcdb|annotation,Inorganic ion transport,False,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_04060,oxyR,hydrogen peroxide-inducible genes activator,Transcriptional regulator,K04761,"oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator",,,annotation,Transcription,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_04155,sstT,serine/threonine transporter SstT,"Involved in the import of serine and threonine into the cell, with the concomitant import of sodium (symport system)",K07862,sstT; serine/threonine transporter,2.A.23.4,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Amino acid metabolism,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_04190,,MipA/OmpV family protein,MltA-interacting protein MipA,K07274,"mipA, ompV; MipA family protein",9.B.99.1,Pores ion channels [TC:1],brite|tcdb,Cell wall and membrane,True,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_04210,ybiT,ABC-F family ATPase,COG0488 ATPase components of ABC transporters with duplicated ATPase domains,,,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_04225,,mechanosensitive ion channel family protein,Mechanosensitive ion channel,K16052,"ynaI, mscMJ; MscS family membrane protein",1.A.23.4,Pores ion channels [TC:1],brite|tcdb|annotation,Cell wall and membrane,True,False,True,True
Alteromonas macleodii HOT1A3,ACZ81_04240,,TonB-dependent receptor domain-containing protein,Outer membrane receptor for ferrienterochelin and colicins,K16089,"TC.FEV.OM2, cirA, cfrA, hmuR; outer membrane receptor for ferrienterochelin and colicins",1.B.14.1 ; 1.B.14.10,Pores ion channels [TC:1],brite|tcdb|annotation,Inorganic ion transport,True,False,True,True
Alteromonas macleodii HOT1A3,ACZ81_04245,yhiI,HlyD family secretion protein,Biotin-lipoyl like,K01993,ABC-2.TX; HlyD family secretion protein,,,kegg,Cell wall and membrane,False,True,False,False
Alteromonas macleodii HOT1A3,ACZ81_04250,rbbA,ribosome-associated ATPase/putative transporter RbbA,"ABC-type multidrug transport system, ATPase component",K13926,rbbA; ribosome-dependent ATPase,,,annotation,Defense mechanisms,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_04255,yhhJ,ABC transporter permease,"ABC-type multidrug transport system, permease component",K01992,ABC-2.P; ABC-2 type transport system permease protein,The ATP-binding Cassette (ABC) Superfamily,ABC-2 type transporter,brite|kegg|tcdb|annotation,Defense mechanisms,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_04260,,MFS transporter,COG0477 Permeases of the major facilitator superfamily,K07552 ; K08154,"bcr, tcaB; MFS transporter, DHA1 family, multidrug resistance protein ; emrD; MFS transporter, DHA1 family, 2-module integral membrane pump EmrD",2.A.1.2.9,Drug:H+ antiporter-1 (12 spanner) (DHA1) family [TC:2.A.1.2],brite|kegg|tcdb|annotation,Amino acid metabolism,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_04290,czcC,TolC family protein,Outer membrane efflux protein,K15725,"czcC, cusC, cnrC; outer membrane protein, heavy metal efflux system",1.B.17.2.2,Pores ion channels [TC:1],brite|kegg|tcdb|annotation,Cell wall and membrane,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_04295,czcB,efflux RND transporter periplasmic adaptor subunit,PFAM biotin lipoyl attachment domain-containing protein,K15727,"czcB, cusB, cnrB; membrane fusion protein, heavy metal efflux system",8.A.1.2.1,Accessory factors involved in transport [TC:8],brite|kegg|tcdb|annotation,Cell wall and membrane,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_04300,czcA,efflux RND transporter permease subunit,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,K15726,"czcA, cusA, cnrA; heavy metal efflux system protein",2.A.6.1.2,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_04320,,efflux RND transporter periplasmic adaptor subunit,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,,,,,annotation,Cell wall and membrane,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_04325,,efflux RND transporter permease subunit,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,K03296,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",2.A.6.2,,kegg|tcdb|annotation,Defense mechanisms,False,True,True,True
Alteromonas macleodii HOT1A3,ACZ81_04350,,YeeE/YedE family protein,Transporter component,K07112,K07112; uncharacterized protein,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_04355,,DUF6691 family protein,Transporter component,K07112,K07112; uncharacterized protein,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_04365,,sulfite exporter TauE/SafE family protein,Sulfite exporter TauE/SafE,K07090,K07090; uncharacterized protein,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii HOT1A3,ACZ81_04470,,CidA/LrgA family protein,LrgA family,K06518,cidA; holin-like protein,1.E.14.2,Pores ion channels [TC:1],brite|tcdb,Unknown,True,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_04540,gspA,ExeA family protein,"COG3267 Type II secretory pathway, component ExeA",K02450,gspA; general secretion pathway protein A,The ExeAB (ExeAB) Secretin Assembly/Export Complex Family,,tcdb,Intracellular trafficking,False,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_04545,gspB,general secretion pathway protein GspB,Type II secretion system protein B,K02451,gspB; general secretion pathway protein B,The ExeAB (ExeAB) Secretin Assembly/Export Complex Family,,tcdb,Intracellular trafficking,False,False,True,False
Alteromonas macleodii HOT1A3,ACZ81_04605,natA,ABC transporter ATP-binding protein,"ABC-type Na transport system, ATPase component",K09697,natA; sodium transport system ATP-binding protein [EC:7.2.2.4],3.A.1.115,Sodium transporter,brite|kegg|tcdb|annotation,Energy production,True,True,True,True
